make,model,year,mileage_km,engine_cc,fuel_type,transmission,body_type,city,price_pkr
Toyota,Prius,2017,132821.0,1800,Hybrid,Automatic,Hybrid,Peshawar,2431000
Kia,Sportage,2005,275034.0,2000,Diesel,Automatic,SUV,Karachi,1484000
Honda,BRV,2006,281973.0,1500,Diesel,Automatic,SUV,Multan,1038000
Hyundai,Santro,2006,287230.0,1000,CNG,Automatic,Hatchback,Quetta,509000
Hyundai,Tucson,2007,252011.0,2000,Diesel,Automatic,SUV,Quetta,1472000
Suzuki,Bolan,2018,99686.0,800,Petrol,Manual,Van,Lahore,992000
Suzuki,Margalla,2005,,1300,CNG,Manual,Sedan,Hyderabad,523000
Suzuki,Baleno,2021,40328.0,1300,Petrol,Automatic,Hatchback,Sialkot,2076000
Suzuki,WagonR,2014,165572.0,1000,CNG,Automatic,Hatchback,Quetta,1090000
Kia,Stonic,2014,177359.0,1400,Petrol,Automatic,SUV,Quetta,1736000
Suzuki,Khyber,2005,283606.0,1000,Petrol,Manual,Hatchback,Islamabad,400000
Honda,Vezel,2004,255359.0,1500,Hybrid,Automatic,Hybrid,Sialkot,869000
Suzuki,Vitara,2014,129130.0,1600,Diesel,Automatic,SUV,Rawalpindi,2511000
Suzuki,Ravi,2015,155199.0,800,Diesel,Manual,Pickup,Karachi,578000
Honda,HRV,2010,214411.0,1500,Diesel,Automatic,SUV,Sialkot,1943000
Daihatsu,Mira,2007,272387.0,660,Petrol,Manual,Hatchback,Lahore,506000
Honda,HRV,2020,52442.0,1500,Petrol,Manual,SUV,Multan,3760000
Suzuki,Margalla,2006,262116.0,1300,Petrol,Automatic,Sedan,Karachi,440000
Daihatsu,Move,2011,182494.0,660,CNG,Manual,Hatchback,Peshawar,754000
Hyundai,Santro,2024,51263.0,1000,Petrol,Manual,Hatchback,Islamabad,2551000
Toyota,Passo,2008,214545.0,1000,Petrol,Automatic,Hatchback,Peshawar,609000
Suzuki,Cultus,2010,200617.0,1000,Petrol,Automatic,Hatchback,Karachi,728000
Suzuki,Swift,2010,200766.0,1200,CNG,Manual,Hatchback,Rawalpindi,955000
Suzuki,Swift,2008,234372.0,1200,CNG,Manual,Hatchback,Islamabad,844000
Suzuki,Margalla,2024,21992.0,1300,CNG,Manual,Sedan,Faisalabad,2952000
Nissan,Note,2017,126113.0,1200,Petrol,Automatic,Hatchback,Lahore,983000
Toyota,Aqua,2019,132054.0,1500,Hybrid,Automatic,Hybrid,Quetta,1950000
Daihatsu,Move,2007,229287.0,660,Petrol,Manual,Hatchback,Hyderabad,588000
Hyundai,Elantra,2009,246844.0,1600,Petrol,Manual,Sedan,Faisalabad,1453000
Suzuki,Ravi,2023,16135.0,800,Petrol,Manual,Pickup,Faisalabad,1624000
Honda,Accord,2006,284991.0,2400,CNG,Manual,Sedan,Sialkot,444000
Suzuki,WagonR,2006,225796.0,1000,Petrol,Automatic,Hatchback,Faisalabad,535000
Suzuki,Vitara,2007,234693.0,1600,Petrol,Automatic,SUV,Hyderabad,1280000
Honda,Accord,2012,189154.0,2400,CNG,Automatic,Sedan,Quetta,964000
Suzuki,Cultus,2021,79717.0,1000,Petrol,Automatic,Hatchback,Multan,2625000
Daihatsu,Mira,2017,97819.0,660,CNG,Manual,Hatchback,Multan,1136000
Toyota,Prado,2015,138501.0,2700,Diesel,Automatic,SUV,Sialkot,8837000
Toyota,Aqua,2021,22297.0,1500,Hybrid,Automatic,Hybrid,Peshawar,3198000
Toyota,Fortuner,2021,40960.0,2800,Petrol,Automatic,SUV,Lahore ,11609000
Honda,Accord,2021,70286.0,2400,CNG,Automatic,Sedan,Karachi,2806000
Hyundai,Tucson,2010,239225.0,2000,Petrol,Automatic,SUV,Karachi,2310000
MG,HS,2010,189487.0,1500,Diesel,Automatic,SUV,Islamabad,2361000
Toyota,Aqua,2004,268455.0,1500,Hybrid,Automatic,Hybrid,Sialkot,675000
Kia,Stonic,2024,23629.0,1400,Diesel,Automatic,SUV,Quetta,6045000
Suzuki,Khyber,2009,260333.0,1000,Petrol,Manual,Hatchback,Sialkot,400000
Toyota,LandCruiser,2014,153628.0,3300,Diesel,Automatic,SUV,Karachi,15784000
Honda,HRV,2004,306293.0,1500,Diesel,Automatic,SUV,Lahore,1099000
Changan,Oshan,2018,71676.0,1500,Petrol,Manual,SUV,Sialkot,3461000
Honda,Accord,2004,267561.0,2400,CNG,Automatic,Sedan,Multan,519000
Toyota,Vitz,2009,232118.0,1000,Petrol,Manual,Hatchback,Rawalpindi,622000
MG,HS,2014,161816.0,1500,Petrol,Automatic,SUV,Quetta,3141000
Proton,Saga,2010,207109.0,1300,CNG,Automatic,Sedan,Peshawar,798000
Toyota,Fortuner,2009,230703.0,2800,Diesel,Automatic,SUV,Quetta,4055000
Suzuki,Vitara,2012,142260.0,1600,Diesel,Automatic,SUV,Sialkot,1990000
Toyota,Hilux,2006,273280.0,2800,Petrol,Automatic,Pickup,Multan,1888000
Toyota,Premio,2015,104481.0,1800,Petrol,Manual,Sedan,Faisalabad,1211000
Suzuki,Vitara,2011,171368.0,1600,Petrol,Automatic,SUV,Lahore,1577000
Suzuki,WagonR,2014,137950.0,1000,CNG,Manual,Hatchback,Karachi,966000
Daihatsu,Move,2016,102508.0,660,Petrol,Manual,Hatchback,Hyderabad,1244000
Suzuki,Jimny,2018,108746.0,1500,Diesel,Automatic,SUV,Quetta,3570000
Hyundai,Elantra,2017,116564.0,1600,Petrol,Automatic,Sedan,Quetta,3181000
MG,HS,2011,173219.0,1500,Petrol,Automatic,SUV,Faisalabad,2233000
Proton,Saga,2009,217569.0,1300,Petrol,Automatic,Sedan,Karachi,724000
Suzuki,Swift,2019,53860.0,1200,CNG,Automatic,Hatchback,Multan,2722000
MG,HS,2010,264816.0,1500,Diesel,Manual,SUV,Islamabad,2151000
Chery,Tiggo8,2020,52657.0,1600,Petrol,Automatic,SUV,Karachi,5213000
Toyota,Passo,2013,146426.0,1000,Petrol,Automatic,Hatchback,Hyderabad,944000
Toyota,Corolla,2005,274288.0,1600,Petrol,Manual,Sedan,Islamabad,1135000
Changan,Oshan,2007,243654.0,1500,Petrol,Manual,SUV,Islamabad,1409000
Toyota,Hilux,2016,117756.0,2800,Petrol,Automatic,Pickup,Sialkot,4540000
Hyundai,Tucson,2006,258503.0,2000,Diesel,Automatic,SUV,Lahore,1821000
Changan,Alsvin,2011,169408.0,1400,Petrol,Manual,Sedan,Quetta,899000
Suzuki,Alto,2009,249949.0,660,CNG,Manual,Hatchback,Faisalabad,483000
MG,HS,2020,50792.0,1500,Petrol,Manual,SUV,Multan,5562000
Honda,City,2023,50695.0,1500,Petrol,Automatic,Sedan,Rawalpindi,4489000
Honda,Civic,2016,118557.0,1500,Petrol,Manual,Sedan,Multan,2870000
Toyota,Fortuner,2021,3000.0,2800,Diesel,Automatic,SUV,Faisalabad,13744000
Proton,X70,2019,80920.0,1500,Diesel,Automatic,SUV,Islamabad,4586000
Toyota,Prado,2008,236268.0,2700,Petrol,Automatic,SUV,Lahore ,5021000
Suzuki,Cultus,2024,16230.0,1000,Petrol,Manual,Hatchback,Quetta,3355000
Toyota,Premio,2017,121573.0,1800,CNG,Automatic,Sedan,Rawalpindi,1441000
Suzuki,Margalla,2017,82147.0,1300,Petrol,Automatic,Sedan,Peshawar,1715000
Nissan,Note,2007,252877.0,1200,Petrol,Automatic,Hatchback,Sialkot,545000
Toyota,Passo,2013,162541.0,1000,Petrol,Manual,Hatchback,Karachi,839000
Honda,Civic,2006,296431.0,1500,CNG,Manual,Sedan,Rawalpindi,1348000
Daihatsu,Cuore,2016,63327.0,850,Petrol,Automatic,Hatchback,Islamabad,698000
Kia,Sorento,2019,95938.0,2500,Diesel,Automatic,SUV,Rawalpindi,5903000
Suzuki,WagonR,2022,102759.0,1000,CNG,Automatic,Hatchback,Islamabad,2325000
Suzuki,Ravi,2024,3000.0,800,Petrol,Manual,Pickup,Islamabad,1821000
Suzuki,Mehran,2011,203810.0,800,Petrol,Manual,Hatchback,Quetta,434000
Suzuki,Ravi,2012,156370.0,800,Petrol,Manual,Pickup,Lahore,529000
Toyota,Prius,2005,275199.0,1800,Hybrid,Automatic,Hybrid,Multan,915000
Honda,City,2022,53699.0,1500,Petrol,Automatic,Sedan,Lahore,3713000
Proton,Saga,2024,62026.0,1300,CNG,Manual,Sedan,Quetta,2769000
Toyota,Vitz,2017,80745.0,1000,Petrol,Manual,Hatchback,Lahore ,1362000
MG,ZS,2004,316443.0,1500,Diesel,Manual,SUV,Peshawar,921000
Proton,Saga,2005,261778.0,1300,CNG,Manual,Sedan,Faisalabad,571000
Suzuki,Mehran,2018,70589.0,800,Petrol,Manual,Hatchback,Rawalpindi,974000
Daihatsu,Cuore,2016,167911.0,850,Petrol,Automatic,Hatchback,Sialkot,728000
Kia,Sorento,2009,274002.0,2500,Petrol,Automatic,SUV,Quetta,2537000
Hyundai,Elantra,2018,96321.0,1600,Petrol,Manual,Sedan,Peshawar,3793000
Suzuki,Alto,2007,238624.0,660,CNG,Manual,Hatchback,Lahore,488000
MG,HS,2022,36999.0,1500,Petrol,Automatic,SUV,Rawalpindi,6678000
Suzuki,Bolan,2009,220561.0,800,CNG,Manual,Van,Multan,404000
Toyota,Fortuner,2018,60525.0,2800,Diesel,Automatic,SUV,Hyderabad,9739000
Daihatsu,Mira,2004,300588.0,660,Petrol,Manual,Hatchback,Quetta,409000
Daihatsu,Move,2023,9555.0,660,Petrol,Manual,Hatchback,Lahore,2382000
Suzuki,Cultus,2004,255677.0,1000,CNG,Automatic,Hatchback,Karachi,561000
Hyundai,Santro,2007,244151.0,1000,Petrol,Manual,Hatchback,Peshawar,548000
Suzuki,Bolan,2023,21370.0,800,Petrol,Manual,Van,Multan,1870000
Kia,Sportage,2023,20973.0,2000,Petrol,Automatic,SUV,Faisalabad,7572000
Suzuki,Alto,2012,252230.0,660,CNG,Manual,Hatchback,Hyderabad,725000
Honda,Accord,2007,232981.0,2400,Petrol,Automatic,Sedan,Lahore,513000
Toyota,Prius,2010,216007.0,1800,Hybrid,Automatic,Hybrid,Islamabad,1317000
Kia,Sportage,2014,131812.0,2000,Petrol,Automatic,SUV,Lahore ,3128000
Proton,Saga,2024,13043.0,1300,Petrol,Automatic,Sedan,Sialkot,3511000
Suzuki,Mehran,2015,181214.0,800,Petrol,Manual,Hatchback,Rawalpindi,541000
Toyota,Prado,2014,186881.0,2700,Petrol,Automatic,SUV,Lahore,8401000
Toyota,Aqua,2020,59884.0,1500,Hybrid,Automatic,Hybrid,Peshawar,2603000
Toyota,Prius,2014,177198.0,1800,Hybrid,Automatic,Hybrid,khi,1732000
Suzuki,Liana,2024,37505.0,1300,Petrol,Manual,Sedan,Multan,3282000
Hyundai,Tucson,2020,42680.0,2000,Diesel,Automatic,SUV,Rawalpindi,6222000
Honda,BRV,2012,189576.0,1500,Petrol,Automatic,SUV,Sialkot,1927000
Toyota,Prius,2005,280233.0,1800,Hybrid,Automatic,Hybrid,Faisalabad,879000
Proton,Saga,2010,189846.0,1300,CNG,Automatic,Sedan,Sialkot,850000
Suzuki,Liana,2023,92836.0,1300,Petrol,Manual,Sedan,Faisalabad,2302000
Daihatsu,Move,2022,29671.0,660,Petrol,Manual,Hatchback,Quetta,2205000
Toyota,Premio,2013,161044.0,1800,CNG,Automatic,Sedan,Lahore,1015000
Suzuki,Cultus,2019,101200.0,1000,Petrol,Manual,Hatchback,Hyderabad,1785000
Suzuki,Baleno,2023,75934.0,1300,Petrol,Manual,Hatchback,Karachi,1779000
Toyota,Premio,2007,272242.0,1800,CNG,Automatic,Sedan,Multan,946000
Toyota,Corolla,2004,286867.0,1600,Petrol,Manual,Sedan,Islamabad,1095000
Suzuki,Vitara,2014,158304.0,1600,Petrol,Manual,SUV,Rawalpindi,1852000
Kia,Sportage,2007,283823.0,2000,Diesel,Automatic,SUV,Hyderabad,1545000
Toyota,Passo,2013,178136.0,1000,Petrol,Automatic,Hatchback,Multan,972000
Toyota,Aqua,2020,111683.0,1500,Hybrid,Automatic,Hybrid,Hyderabad,2751000
Honda,HRV,2012,182860.0,1500,Diesel,Manual,SUV,Islamabad,1832000
Honda,Civic,2005,244210.0,1500,Petrol,Manual,Sedan,Hyderabad,1262000
Toyota,Hilux,2017,101310.0,2800,Diesel,Automatic,Pickup,Karachi,5537000
Changan,Alsvin,2018,81235.0,1400,Petrol,Manual,Sedan,Sialkot,2058000
Honda,Accord,2020,110880.0,2400,Petrol,Automatic,Sedan,Multan,2033000
Suzuki,Khyber,2023,68473.0,1000,Petrol,Manual,Hatchback,Rawalpindi,1688000
Toyota,LandCruiser,2006,259974.0,3300,Diesel,Automatic,SUV,Islamabad,8049000
Toyota,Fortuner,2022,93133.0,2800,Petrol,Automatic,SUV,Rawalpindi,9780000
Honda,HRV,2019,103373.0,1500,Petrol,Automatic,SUV,Rawalpindi,3857000
Toyota,Passo,2010,194264.0,1000,Petrol,Automatic,Hatchback,Peshawar,705000
Hyundai,Elantra,2016,126400.0,1600,CNG,Manual,Sedan,Faisalabad,2826000
Toyota,Prado,2010,202093.0,2700,Petrol,Automatic,SUV,Faisalabad,5598000
Toyota,Vitz,2006,271463.0,1000,CNG,Manual,Hatchback,Karachi,599000
Proton,Saga,2004,285283.0,1300,CNG,Manual,Sedan,Peshawar,481000
Suzuki,Liana,2015,142728.0,1300,Petrol,Manual,Sedan,Lahore,1348000
Honda,HRV,2020,61739.0,1500,Diesel,Automatic,SUV,Faisalabad,5264000
Nissan,Note,2019,89249.0,1200,CNG,Manual,Hatchback,Lahore,1015000
Changan,Oshan,2016,155080.0,1500,Petrol,Manual,SUV,Sialkot,2952000
Changan,Alsvin,2014,168018.0,1400,CNG,Manual,Sedan,Faisalabad,1159000
Hyundai,Sonata,2016,145896.0,2000,CNG,Automatic,Sedan,Quetta,4004000
Suzuki,Margalla,2011,221649.0,1300,CNG,Manual,Sedan,Multan,921000
Suzuki,WagonR,2009,162645.0,1000,CNG,Manual,Hatchback,Islamabad,751000
Kia,Sportage,2017,118688.0,2000,Petrol,Automatic,SUV,Lahore,4124000
Toyota,Corolla,2007,239096.0,1600,Petrol,Automatic,Sedan,Sialkot,1297000
Nissan,Note,2008,220570.0,1200,Petrol,Automatic,Hatchback,Sialkot,404000
Hyundai,Elantra,2018,88781.0,1600,Petrol,Manual,Sedan,Karachi,3281000
Toyota,LandCruiser,2013,135402.0,3300,Diesel,Automatic,SUV,Karachi,15499000
MG,ZS,2024,32041.0,1500,Diesel,Manual,SUV,Rawalpindi,5301000
Nissan,Dayz,2021,41049.0,660,CNG,Manual,Hatchback,Quetta,1386000
Suzuki,Bolan,2009,225980.0,800,CNG,Manual,Van,Quetta,421000
Toyota,Fortuner,2019,41533.0,2800,Petrol,Automatic,SUV,Multan,9876000
Suzuki,Alto,2011,215483.0,660,Petrol,Manual,Hatchback,Lahore,697000
Suzuki,Vitara,2011,140339.0,1600,Diesel,Manual,SUV,Peshawar,1888000
Suzuki,Vitara,2006,265959.0,1600,Petrol,Manual,SUV,Karachi,1063000
Toyota,Corolla,2006,261964.0,1600,Petrol,Automatic,Sedan,Islamabad,1231000
Suzuki,Liana,2011,157040.0,1300,CNG,Automatic,Sedan,Sialkot,848000
Toyota,Vitz,2013,149720.0,1000,CNG,Manual,Hatchback,Sialkot,925000
Toyota,Prius,2007,267610.0,1800,Hybrid,Automatic,Hybrid,Peshawar,1109000
Suzuki,Liana,2024,56650.0,1300,Petrol,Manual,Sedan,Quetta,2281000
Toyota,Vitz,2019,63869.0,1000,CNG,Automatic,Hatchback,Karachi,1971000
Suzuki,WagonR,2020,73359.0,1000,Petrol,Automatic,Hatchback,Sialkot,1930000
Honda,Vezel,2009,269384.0,1500,Hybrid,Automatic,Hybrid,Quetta,1236000
Suzuki,WagonR,2018,91314.0,1000,Petrol,Manual,Hatchback,Hyderabad,1546000
Toyota,Premio,2013,128968.0,1800,Petrol,Manual,Sedan,Islamabad,1120000
Nissan,Dayz,2005,227796.0,660,CNG,Manual,Hatchback,Sialkot,400000
Suzuki,Ravi,2011,138489.0,800,Petrol,Manual,Pickup,Peshawar,481000
Kia,Picanto,2013,173583.0,1000,CNG,Automatic,Hatchback,Hyderabad,993000
Suzuki,Swift,2020,81541.0,1200,CNG,Automatic,Hatchback,Faisalabad,2573000
Honda,Vezel,2006,275381.0,1500,Hybrid,Automatic,Hybrid,Lahore,932000
Suzuki,Bolan,2024,4190.0,800,CNG,Manual,Van,Rawalpindi,1775000
Suzuki,Alto,2007,203492.0,660,CNG,Manual,Hatchback,Quetta,444000
Hyundai,Santro,2007,223835.0,1000,CNG,Manual,Hatchback,Sialkot,547000
Suzuki,Ravi,2021,63066.0,800,Diesel,Manual,Pickup,Peshawar,1177000
Suzuki,Margalla,2023,78444.0,1300,CNG,Manual,Sedan,Sialkot,2532000
Hyundai,Sonata,2006,262358.0,2000,CNG,Automatic,Sedan,Faisalabad,1744000
Toyota,Vitz,2014,110531.0,1000,Petrol,Manual,Hatchback,Quetta,1049000
Kia,Sportage,2009,240275.0,2000,Diesel,Automatic,SUV,Faisalabad,2020000
Suzuki,Alto,2024,3000.0,660,Petrol,Manual,Hatchback,Lahore,2469000
Toyota,Prius,2012,208537.0,1800,Hybrid,Automatic,Hybrid,Multan,1506000
Suzuki,Baleno,2010,227523.0,1300,Petrol,Manual,Hatchback,Peshawar,682000
Toyota,Fortuner,2007,178264.0,2800,Diesel,Automatic,SUV,Peshawar,3181000
Suzuki,Bolan,2018,81641.0,800,CNG,Manual,Van,Hyderabad,1133000
Suzuki,Margalla,2013,170800.0,1300,CNG,Manual,Sedan,Multan,1031000
Changan,Alsvin,2020,78129.0,1400,CNG,Manual,Sedan,Rawalpindi,2075000
MG,HS,2012,183567.0,1500,Petrol,Automatic,SUV,Lahore,2549000
Toyota,Corolla,2021,52478.0,1600,CNG,Manual,Sedan,Islamabad,4879000
Honda,Vezel,2021,85728.0,1500,Hybrid,Automatic,Hybrid,Peshawar,3338000
Suzuki,Jimny,2014,149989.0,1500,Petrol,Automatic,SUV,Islamabad,2326000
Kia,Picanto,2011,182193.0,1000,CNG,Manual,Hatchback,Sialkot,868000
MG,HS,2024,3000.0,1500,Diesel,Automatic,SUV,Lahore,8240000
Proton,Saga,2014,171268.0,1300,CNG,Manual,Sedan,Multan,1129000
Toyota,Corolla,2020,35290.0,1600,CNG,Manual,Sedan,Sialkot,5184000
Nissan,Dayz,2022,58198.0,660,Petrol,Manual,Hatchback,Hyderabad,1651000
Hyundai,Santro,2007,256029.0,1000,Petrol,Automatic,Hatchback,Lahore,608000
Kia,Sorento,2007,215003.0,2500,Diesel,Automatic,SUV,Hyderabad,2630000
Toyota,Aqua,2006,237000.0,1500,Hybrid,Automatic,Hybrid,Faisalabad,791000
Suzuki,Baleno,2008,267215.0,1300,CNG,Automatic,Hatchback,Sialkot,592000
Chery,Tiggo4,2009,211199.0,1500,Petrol,Manual,SUV,Quetta,870000
Honda,City,2009,181609.0,1500,CNG,Automatic,Sedan,Sialkot,1035000
Suzuki,Alto,2009,230800.0,660,CNG,Manual,Hatchback,Quetta,527000
Nissan,Note,2006,251132.0,1200,CNG,Manual,Hatchback,Sialkot,417000
Toyota,Corolla,2023,39500.0,1600,CNG,Manual,Sedan,Faisalabad,5158000
Honda,HRV,2013,159194.0,1500,Petrol,Manual,SUV,Faisalabad,2049000
Kia,Sportage,2013,203372.0,2000,Petrol,Automatic,SUV,Karachi,2486000
Honda,BRV,2020,67763.0,1500,Diesel,Automatic,SUV,Quetta,4552000
Toyota,Aqua,2020,96490.0,1500,Hybrid,Automatic,Hybrid,Islamabad,3046000
Honda,Vezel,2021,3000.0,1500,Hybrid,Automatic,Hybrid,Faisalabad,4628000
Kia,Picanto,2005,299222.0,1000,CNG,Manual,Hatchback,Karachi,564000
Suzuki,Baleno,2010,196528.0,1300,Petrol,Automatic,Hatchback,Lahore,675000
Suzuki,WagonR,2010,220767.0,1000,Petrol,Manual,Hatchback,Faisalabad,766000
Hyundai,Santro,2021,86984.0,1000,Petrol,Automatic,Hatchback,Faisalabad,1940000
Honda,Accord,2011,158660.0,2400,Petrol,Automatic,Sedan,Hyderabad,810000
MG,ZS,2006,245922.0,1500,Diesel,Automatic,SUV,Rawalpindi,1067000
Suzuki,Margalla,2010,213638.0,1300,Petrol,Automatic,Sedan,Hyderabad,913000
MG,ZS,2010,192334.0,1500,Diesel,Manual,SUV,Rawalpindi,1487000
Toyota,Prado,2023,42417.0,2700,Petrol,Automatic,SUV,Hyderabad,19291000
Toyota,Prius,2017,127767.0,1800,Hybrid,Automatic,Hybrid,Multan,2495000
Suzuki,Cultus,2005,300132.0,1000,Petrol,Manual,Hatchback,Hyderabad,584000
Toyota,Vitz,2022,89138.0,1000,CNG,Automatic,Hatchback,Karachi,2254000
Toyota,Fortuner,2009,225969.0,2800,Petrol,Automatic,SUV,Quetta,3757000
Suzuki,Khyber,2020,124487.0,1000,Petrol,Automatic,Hatchback,Islamabad,1337000
Proton,Saga,2016,139864.0,1300,CNG,Automatic,Sedan,Faisalabad,1353000
Suzuki,Alto,2006,265782.0,660,CNG,Manual,Hatchback,Lahore,460000
Hyundai,Elantra,2011,208071.0,1600,CNG,Automatic,Sedan,Quetta,1770000
Kia,Sportage,2010,243658.0,2000,Petrol,Automatic,SUV,Islamabad,2308000
Toyota,Aqua,2019,115378.0,1500,Hybrid,Automatic,Hybrid,Hyderabad,2356000
Nissan,Dayz,2016,126437.0,660,Petrol,Manual,Hatchback,Quetta,699000
Kia,Picanto,2009,215093.0,1000,CNG,Automatic,Hatchback,Karachi,778000
Suzuki,Vitara,2024,42469.0,1600,Petrol,Manual,SUV,Karachi,6333000
Suzuki,Margalla,2013,200657.0,1300,CNG,Manual,Sedan,Islamabad,1053000
Honda,City,2009,217588.0,1500,CNG,Automatic,Sedan,Rawalpindi,1258000
Toyota,Corolla,2017,123415.0,1600,Petrol,Manual,Sedan,Rawalpindi,2644000
Kia,Picanto,2011,196961.0,1000,CNG,Manual,Hatchback,Islamabad,875000
Changan,Alsvin,2005,276869.0,1400,Petrol,Automatic,Sedan,Hyderabad,622000
Toyota,Fortuner,2018,107718.0,2800,Petrol,Automatic,SUV,Lahore,8379000
Kia,Sorento,2012,176104.0,2500,Petrol,Automatic,SUV,Islamabad,3333000
Changan,Alsvin,2005,258520.0,1400,CNG,Automatic,Sedan,Lahore,716000
Honda,Civic,2006,255109.0,1500,CNG,Automatic,Sedan,Karachi,1356000
Proton,Saga,2011,193200.0,1300,Petrol,Manual,Sedan,Quetta,825000
Daihatsu,Cuore,2015,140380.0,850,Petrol,Automatic,Hatchback,Islamabad,689000
Toyota,Prado,2008,260711.0,2700,Diesel,Automatic,SUV,Peshawar,5228000
Suzuki,Ravi,2017,112170.0,800,Petrol,Manual,Pickup,Faisalabad,715000
Toyota,Fortuner,2019,152195.0,2800,Petrol,Automatic,SUV,Sialkot,7932000
Suzuki,Bolan,2021,3000.0,800,CNG,Manual,Van,Rawalpindi,1591000
Toyota,Yaris,2010,178012.0,1300,Petrol,Automatic,Sedan,Rawalpindi,1129000
MG,HS,2022,50613.0,1500,Diesel,Manual,SUV,Lahore ,6365000
Honda,Civic,2007,261738.0,1500,CNG,Manual,Sedan,Lahore,1467000
Proton,Saga,2024,35551.0,1300,Petrol,Automatic,Sedan,Islamabad,3049000
Toyota,Premio,2020,98953.0,1800,Petrol,Automatic,Sedan,Islamabad,2290000
Suzuki,Alto,2019,85898.0,660,CNG,Manual,Hatchback,Islamabad,1683000
Suzuki,Cultus,2020,91079.0,1000,Petrol,Manual,Hatchback,Lahore,2261000
Kia,Picanto,2022,59528.0,1000,CNG,Automatic,Hatchback,Rawalpindi,2851000
Honda,BRV,2006,223438.0,1500,Petrol,Automatic,SUV,Lahore,1250000
Kia,Sorento,2006,248137.0,2500,Diesel,Automatic,SUV,Faisalabad,2134000
Suzuki,Baleno,2021,46206.0,1300,Petrol,Manual,Hatchback,Peshawar,1812000
Nissan,Dayz,2020,120977.0,660,Petrol,Manual,Hatchback,Quetta,1292000
Suzuki,Liana,2022,57646.0,1300,CNG,Manual,Sedan,Karachi,2609000
Toyota,Prado,2017,168544.0,2700,Petrol,Automatic,SUV,Sialkot,10255000
Honda,City,2021,65911.0,1500,Petrol,Manual,Sedan,Quetta,2957000
Suzuki,Mehran,2014,156809.0,800,CNG,Manual,Hatchback,Sialkot,862000
Toyota,Passo,2010,207790.0,1000,Petrol,Automatic,Hatchback,Islamabad,666000
Suzuki,Bolan,2006,260491.0,800,Petrol,Manual,Van,Rawalpindi,400000
Daihatsu,Cuore,2024,31724.0,850,Petrol,Manual,Hatchback,Lahore,1676000
Toyota,Aqua,2005,259391.0,1500,Hybrid,Automatic,Hybrid,Karachi,676000
Toyota,Fortuner,2024,63530.0,2800,Petrol,Automatic,SUV,Sialkot,13523000
Chery,Tiggo4,2022,38607.0,1500,Petrol,Manual,SUV,Rawalpindi,3040000
Suzuki,WagonR,2009,214157.0,1000,CNG,Automatic,Hatchback,Quetta,621000
Daihatsu,Mira,2024,54077.0,660,Petrol,Manual,Hatchback,Rawalpindi,2327000
Toyota,LandCruiser,2004,280178.0,3300,Petrol,Automatic,SUV,Hyderabad,6177000
Suzuki,Alto,2019,55030.0,660,CNG,Manual,Hatchback,Hyderabad,1540000
Toyota,LandCruiser,2013,165691.0,3300,Diesel,Automatic,SUV,Hyderabad,12419000
Suzuki,Bolan,2017,143642.0,800,CNG,Manual,Van,Rawalpindi,929000
Chery,Tiggo8,2008,211056.0,1600,Diesel,Automatic,SUV,Hyderabad,1709000
Honda,HRV,2012,,1500,Diesel,Manual,SUV,Quetta,2003000
Honda,BRV,2006,219477.0,1500,Petrol,Manual,SUV,Rawalpindi,1170000
Suzuki,Jimny,2012,191155.0,1500,Diesel,Manual,SUV,Lahore,1834000
Toyota,Passo,2013,134521.0,1000,Petrol,Automatic,Hatchback,khi,994000
Toyota,Prius,2015,136895.0,1800,Hybrid,Automatic,Hybrid,Hyderabad,1958000
Suzuki,Swift,2012,173409.0,1200,CNG,Automatic,Hatchback,Faisalabad,1286000
MG,HS,2007,221141.0,1500,Diesel,Automatic,SUV,Karachi,1638000
Suzuki,Jimny,2017,100144.0,1500,Petrol,Manual,SUV,Hyderabad,2656000
Honda,HRV,2022,96210.0,1500,Diesel,Manual,SUV,Islamabad,5230000
Proton,X70,2019,56753.0,1500,Petrol,Manual,SUV,Peshawar,4749000
Honda,Vezel,2004,293593.0,1500,Hybrid,Automatic,Hybrid,Lahore ,961000
Toyota,Premio,2014,122247.0,1800,CNG,Automatic,Sedan,Quetta,1150000
Suzuki,Ravi,2006,286605.0,800,Petrol,Manual,Pickup,Islamabad,400000
Suzuki,Mehran,2007,295521.0,800,CNG,Manual,Hatchback,Islamabad,400000
Honda,Accord,2004,259421.0,2400,CNG,Automatic,Sedan,Islamabad,538000
Hyundai,Santro,2009,200959.0,1000,CNG,Manual,Hatchback,Faisalabad,554000
Proton,Saga,2016,131337.0,1300,Petrol,Manual,Sedan,Multan,1414000
Honda,Civic,2012,219988.0,1500,Petrol,Automatic,Sedan,Faisalabad,2160000
Nissan,Dayz,2012,144697.0,660,Petrol,Manual,Hatchback,Lahore,644000
Hyundai,Sonata,2021,51774.0,2000,CNG,Automatic,Sedan,Lahore,7728000
Honda,BRV,2006,264052.0,1500,Petrol,Manual,SUV,Peshawar,1087000
Suzuki,Khyber,2021,68560.0,1000,Petrol,Automatic,Hatchback,Islamabad,1501000
Toyota,Hilux,2017,135608.0,2800,Petrol,Automatic,Pickup,Sialkot,4750000
Toyota,Passo,2010,194264.0,1000,Petrol,Automatic,Hatchback,Peshawar,705000
Toyota,Yaris,2014,173875.0,1300,Petrol,Manual,Sedan,Islamabad,1354000
